81,di**님,치킨마시따 호떡마시따,0
82,0a**님,뿌링클 진짜진짜 먹어두먹어두 미친맛 최강이다!!!,0
83,db**님,#식후감 #이달의 퀴즈 정답 힘내세요 #힘내세요,0
84,hy**님,윗부분은 바삭했는데 아랫쪽으로 갈수록 기름에 쩔어서 튀김옷 다 벗겨지고 눅눅하더라구요...신경 좀 써주셨으면ㅠ,0
85,45**님,엄청 바삭하고 배달빨라요!!,0
86,tn**님,????????????????????????????????????????,0
87,oh**님,"맛초킹 살짝짰어요, 눈이와서그런지 배달이늦어서 치킨도다식었습니다ㅠ ㅠ",0
88,co**님,ㅁㅏ시있어욧~~~~,0
89,al**님,맛초킹 언제나 믿고먹습니다!,0
90,ok**님,날이 추운데도 따뜻하게 잘왔어옹!,0
91,gf**님,언빌리버블,0
92,pa**님,믿고 먹는 뿌링클!!,0
93,ju**님,서비스부터 치킨까지 가루가 너무 한쪽에만 발라져 있어요 마치 알바 처음하는 사람이 바른듯한? 오늘만 이랬을 거라고 믿을게요..,0
94,co**님,……………………..,0
95,ha**님,뿌링클 말해 뭐해 JMT,0
96,uk**님,매운치킨 먹고 싶을땐 레드킹 주문해요,0
97,ba**님,오랜만에 먹엇는데 여전히 최곱니다!,0
98,js**님,뿌링클 순살만 먹다가 일반도 먹어봤는데 괜찮네요,0
99,s3**님,가루도 낭낭히 묻혀주시고 개수도 정해진대로 딱딱 정확히 주시네요 튀김도 바삭하고 속은 육즙이 넘치네요,0
100,ne**님,깔끔 완벼억...ㅠㅠㅠ,0
101,co**님,가끔씩 생각나는 맛이다.,0
102,sa**님,자주 시켜먹눈기분이에용,0
103,손님,뿌링클은 시립대점 이것만 기억하세요,0
104,gu**님,주문 1시간이되도록 도착을 안해서 혹시나 하고 나가보니 언제왔는지도 모르게 문앞에 놓여져있네요 배달완료 문자도 없고 어플에도 아직 배달중으로 나와있는데 문앞에 안나가봤으면 아직도 기다리고있었을텐데 이건뭐 가져다 주고 알아서 나와 먹느라는건지 배달기사가 너무 매너없네요 치킨이 거의 식어서 전자레인지 데워먹었습니다,0
105,sh**님,이벤트기간인거 감안하고 90분걸린댔는데 110분걸리고 전화연락도없고 서비스도없네요~ 이렇게 오래걸릴줄 알았으면 안시켰을것같네요..,0
106,ho**님,후라이드는 정말 잘튀 기는집,0
107,ch**님,치밥했는데 야무지네요.,0
108,qe**님,몇번 시켜먹었었는데 오늘 온 치킨은 너무 실망스럽네요. 튀김은 흐물흐물해서 씹기도 이상한 식감이고 살도 제대로 안익은거같고 도저히 못먹겠어서 한두개먹고 전부버렸네요,0
109,dh**님,믿고먹는 BHC! 마�怨六�,0
110,rk**님,양이 상당히 많았습니다,0
111,mi**님,행사로 시간이 오래 걸렸지만 맛과 따뜻함에는 문제가 없네요??,0
112,ed**님,생각보다 빨리 왔어요,0
113,lu**님,진짜 행복한 저녁식사 ?????????????? 시립대점 리뷰 많은 이유를 알 것 같아요,0
114,g0**님,뿌링클 시즈닝 가루가 너무 안뿌려져 있었습니다. 시즈닝 맛이 안느껴지는 조각들이 많았습니다. 정말 많이 실망했습니다.,0
115,ka**님,하 저녁에도 먹을까,0
116,ka**님,리뷰 이벤트 참여했는데 주시는걸 깜빡 하셨나봐요ㅜㅜ 치킨은 만점이었어요!,0
117,nr**님,Goooooooooood,0
118,am**님,닭다리가 안들어있네요?,0
119,wo**님,JMT 말해 뭐해!bbbb,0
120,ga**님,너무달고 ..맛없네요,0
121,we**님,배달이 좀 늦기는 했는데 상관없을 정도로 진짜 맛났어요,0
122,li**님,이벤트 중이긴 하지만 배달도 많이 늦고... 무엇보다 닭에서 냄새가 많이 났어요... BHC 시켜먹으면서 맛없다고 느낀적은 없었는데 오늘은 별로였어요,0
123,65**님,우우우우우우우우우우우융유,0
124,yk**님,jmt..... 자주 시켜먹을 거 같아요!!!!,0
125,lo**님,맛초킹 독보적인 간장 양념치킨,0
126,ti**님,양도 많고 바삭바삭해요,0
127,hy**님,정말 한시간 걸렸어요~~ㅠ,0
128,sd**님,주문한지 2시간만에 받네요 닭부터 잡아서왔나요?,0
129,su**님,Bhc는 시립대점이 갑입니다 ㅎㅎㅎ,0
130,wh**님,"맛쵸킹 보다 더 매워요,",0
131,sd**님,리뷰이벤트 서비스 잘받았어요 근데 치킨무 빼달라했는데 안빼주셔서 좀 아쉬워요..,0
132,jj**님,할인해서 저렴하게 먹었어요,0
133,ss**님,문 앞에 두고 문자달라고 요청드리고 시간 지났는데 안오길래 배달 늦어지나보다해서 기다렸는데 다 식은 치킨이 문 앞에 그냥 두고 가면 어떻게 알죠 여긴 맛은 문제 없는데 배달은 왜 이런가요?,0
134,dh**님,"오랜만에 뿌링클, 최곱니다!",0
135,rh**님,……………………….,0
136,ma**님,",……………………..",0
137,bs**님,맛은 좀 아쉽네요 ㅠㅠㅠㅠㅠ,0
138,sa**님,#식후감 한걸음에 집으로 뛰어가 치킨을 받아보려 했지만.. 그대…나보다 5분먼저 도착해 기다렸네,0
139,ev**님,……………………..,0
140,ju**님,………………………..,0
141,gl**님,"집에서 걸어 10분거리라 포장을 자주하는데, 제 시간에 안나올때가 가끔 있습니다. 그런데, 기다리게하고도 미안해 하질 않네요.",0
142,58**님,아야오아터어터어어초오토터토,0
143,zx**님,치킨 너므 맛이써요 조와요,0
144,eu**님,압도적인 맛. 변하지 않는 서비스. BHC 시립대점입니다.,0
145,ym**님,튀김옷이 다른 지점 비해서 많고 바삭해요 그런데 먹다보면 그만큼 느끼한 감도 있어서 호불호가 있을 거 같아요,0
146,ed**님,언제먹어도 진짜 너무 �ダ羚楮�,0
147,ls**님,다시 살아난 리뷰이벤트 정말 최곱니다^^,0
148,손님,뿌링클가루 넘적어서 바닥에남은가루 하나없이 긁어먹음 리뷰이벤트 참여한다고썼는데 안줌,0
149,su**님,아주맛났어요..!!!!,0
150,fe**님,뿌링클 중독되나...ㅎㅎ,0
151,ci**님,담백한 후라이드 단짠 간장치킨,0
152,mm**님,너무짜요. 간장소스 조금 덜 바르면 좋을것 같아요 시간에 맞게 준비됐어요,0
153,al**님,맛초킹 중독입니다,0
154,a0**님,젤리는 따로 드세요,0
155,tk**님,나만 먹을수 없네요 로젤킹,0
156,wk**님,신메뉴...비주얼은 좀...ㅎㅎ 약간 메콤하기도 하고...좀 애매함.^^,0
157,wr**님,묵비권 행사 하겠습니다,0
158,fe**님,음 젤리맛 딸기젤리 답니다,0
159,go**님,오늘 닭에서 냄새가 조금 나네요,0
160,na**님,치킨에 젤리를 뿌려서 드셔보시겠어요? ...예.,0
161,ye**님,예상시간보다 빨리 보내주셨네요,0
162,dn**님,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
163,wj**님,무한으로 먹을 수 있을 것 같은 치킨,0
164,me**님,#식후감 치킨무가 없길래 원래 없는건가보다 했었는데 다른분들은 치킨무가 있는걸 보니 깜빡하신 것 같아요. 그동안 치킨을 여러번 주문했지만 치킨무가 안 온건 처음이에요. 치킨 먹는 동안 치킨 무 생각이 간절하게 났습니다. 치킨에 치킨무가 있는 이유를 이번애 더 확실히 알게 됐어요. 그리고 배달도 1시간 이상 걸렸고요. 여러모로 아쉬웠습니다. 다음 주문때도 시립대점에서 할 지는 망설여지네요.,0
165,js**님,반마리라 양이 얼마나될까 걱정했는데 괜찮네요,0
166,as**님,bhc양념이 괜찮은듯,0
167,ta**님,핫후라이드는 시립대점입니다 ㄹㅇ,0
168,sa**님,치킨중에 갑입니다 진짜,0
169,qa**님,너무 맛이썽요!! 배달은 엄청 느림,0
170,ho**님,리뷰이벤트가 안왔어욤..,0
171,rn**님,저녁 먹기 귀찮아서 머 시켜먹을까 고민하다가 먹었는데 앞으로 고민될 땐 뿌링클 먹어야겠,0
172,sn**님,문앞에 두고 문자달라고 요청했는데 안해주셔서 예상시간보다 좀 늦나보다하고 있다가 설마해서 문열어보니 연락없이 그냥 두고 가셨더라구요. 맛이랑 양은 괜찮았어요,0
173,dc**님,how tasty it is,0
174,wr**님,배송완료도 되지않았는데 완료 메세지가 먼저 떠서 없어진지 알고 많이 찾아다녔네요. 업체에서 미리 보낸거라고 하시는데 배송시간도 예상시간보다 더 걸렸어요. 많이 기다려서 다른 음식이 다 식어버렸어요.ㅠㅠ,0
175,pj**님,양이 조금 아쉽습니다,0
176,br**님,배달은 제때 왔는데 치킨이 영 아니네요..튀긴지 오래된 거 대충 데워서 가져온 느낌 원래는 촉촉해야될 부분이 푸석푸석하네요 튀김옷도 딱딱하고 이빨 깨질뻔 할인할때 시키면 안되겠네요,0
177,ji**님,언제나 bhc는 갑,0
178,wh**님,리뷰이벤트 품목도 안오고 치킨도 젖어있고ㅡ..,0
179,na**님,서비스가 줄어서 아쉬워요~~,0
180,rh**님,양도 푸짐하고 단짠의 정석이라서 술 안주로 정말 잘 어울림.,0
181,rs**님,리뷰이벤트랑 쿠폰이랑 다 안왔네요,0
182,co**님,리뷰이벤트를 요청했으나 안온건 그렇다치고. 무빼달랬는데 안빼주신것도 그렇다치구요. 젓가락달라그랬는데 안주신건 너무했음.,0
183,bl**님,늘 따뜻하고 쫄깃한 치즈볼을 맛볼 수 있어요,0
184,cl**님,！！！！！！！！！！,0
185,bi**님,후라이드 먹을때마다 bhc먹는데 실패한적이 한번도 없어요,0
186,st**님,리뷰이벤트 서비스까지 받으니 푸짐하네요,0
187,hu**님,배달시간 맞춰왔습니다.,0
188,td**님,"jmt,,또시켯어요",0
189,kr**님,동네 bhc중에 젤 맛난거같음요,0
190,ih**님,언제나 날 설레게 하는 뿌.링.클!!,0
191,wh**님,바삭하니 처음 맛보는 메뉴로 오리지널 후라이드보다 더 크런치하네요. 소스랑도 잘 어울리는 맛이네요. 다음에 또 먹고픈 맛입니다~^^,0
192,tk**님,뿌링클 가루가 적어도 너무 적네요 아쉽,0
193,dl**님,핫후라이드는 배신이 없네요,0
194,ci**님,다른 치킨을 찾아 방황하다가 결국 다시 뿌링클로 돌아왔습니다. 뿌링클 is the only one..,0
195,kh**님,사장님 저 여기서 다른 배달앱 포함해서 6번째 사먹구 쿠폰도 모으고 있는데 오늘 쿠폰이 안왔어요ㅜㅜ 맛은 있으니까 별점 5점 갑니닷,0
196,uk**님,시립대점에서만 시킬예정!!,0
197,ha**님,냄새에 이끌려 먹다보니 리뷰 사진도 못찍고 다 먹어버렸네요 ㅠㅠ,0
198,om**님,오랜만에 먹어도 핫후라이드가 원탑이네오,0
199,dm**님,레드킹 첨먹어�f는데 레드킹도 괜찮네용,0
200,dl**님,"제 최애집 ,, 이사가서 못 먹을줄 알았는데 배달이 되어서 행복합니다,,",0
201,le**님,맨날 순살만 시켰는데 뼈있는건 특유의 기름진 맛과 특유의 풍미가 있어서 색다른 맛이었습니다. 달달한 기름칠 잘했습니다,0
202,co**님,핫후라이드 가장 잘 해주시는 집입니다.. 아주 바사삭!,0
203,jd**님,핫부링클이 젤맛이ㅛ어요 ㅎㅎㅎ,0
204,sh**님,good good good,0
205,ru**님,마지막조각먹을때까지 바삭합니다,0
206,wh**님,맛과 양은 좋았으나 이물질이 나와서 별 하나 뺐어요 양념이 빨간색인데 모르고 먹었으면 어쩌려고 빨간 실? 끈 같은게 들어있네요 어디서 나왔는지 곰곰히 생각해보시고 위생에 좀 더 신경쓰셔야될것 같아요,0
207,me**님,배달이 너무오래걸렸지만 다행히 오래걸리는거치곤 치킨상태는 괜찮았습니다. 중복에 이벤트라 배달지연이 이해는 가지만 주문 후 안내된 시간과 거의 2배가까이 차이난 점은 아쉽네요,0
208,yh**님,완전 뜨겁게 먹을수 있어서 좋았어여,0
209,lj**님,맛 양은 아직 배달 안와서 모르겠고 7시 25분에 주문했는데 2시간 48분이 지난 이 시점에도 배달이 안오네요 이렇게 오래걸릴거였으면 미리 주문 취소를 해주던가 주문을 막아놨어야 하는거 아닌가요? 예상시간 1시간 30분이라해서 기다렸는데.... 가게 전화했더니 조금만 기다려주세요 이러고 1~2분가량 아무말 안하다가 와서 다른 통화 받고 왔다고 하시는데 제 전화는 전화가 아닌건가요? 정말 리뷰 거의 안쓰는데 이해가 안갑니다,0
210,js**님,2시간 50분 걸렸네용 ^^ 아이디 안적어서 리뷰 상품 못받았지만 리뷰 남겨봅니당,0
211,ti**님,2시간 40분 만에 도착 .... 왠만하면 1점 안주고 싫은 소리 안쓰는데 여기는 1점입니다. 이벤트 감안하고서라도 예상시간보다 한시간 이상 늦네요. 뿌링클 시즈닝도 타지점보다 현저히 적구요. 기분 좋게 치킨 먹으려했다가 짜증만 납니다.,0
212,en**님,늦게 오는건 이해되는데 예상시간 90분 넘어서 2시간이 넘어서 누락이라도 됐나 전화했더니 좀만 기다리세요 이러고 끊어버리고 결국 20분 지나도 안 오는 중,0
213,wl**님,리뷰쓴댔는데ㅜ ㅜ 배달 늦은건 이해합니다~!,0
214,ya**님,뿌링클 ??????~~^^,0
215,uk**님,신메뉴 먹어봤는데 제 입맛에 딱 맞더라고요~ 담에도 먹을거에요,0
216,hj**님,양념이 좀 짜서 살짝 아쉬웠어요~,0
217,kb**님,맛 없을 수 없는 뿌링클,0
218,lc**님,못 참고 주 2회 시킴..,0
219,ca**님,"평 좋게 써드리고 싶은데, 작고 너무 타서 왔어요ㅠ 남편이 속이 너무 탔다고 먹지 말자하더라고요. 좀더 신경써주시기를요.",0
220,my**님,#식후감 치밥은 맛초킹!!,0
221,ha**님,젓가락부탁드렸는데 안주셨네요,0
222,bi**님,핫치킨 최애메뉴~~~~~,0
223,ee**님,소나기 내린 주말 혼술로 나를 위로합니다. BHC 뿌링클 콤보와 함께...^^,0
224,ks**님,골드킹 도전해봤는데 맛초킹이나 뿌링클만큼은 아니지만 괜찮네요~,0
225,sk**님,요기요 할인 행사?? 바로 주문,0
226,yu**님,오늘은 닭이 좀 퍽퍽하네요 이벤트 소떡 만잇어요,0
227,hi**님,"""허니콤보를 뛰어넘는 그 맛""",0
228,ma**님,초복날 후회없는 선택 시립대점 뿌링클 순살 중복 말복에도 기다리시죠,0
229,47**님,시간 내에 잘 배달되었습니다,0
230,wj**님,기름에 너무 심하게 쩔어있는 상태에서 왔네요 ㅠ 그점이 좀 아쉬웠습니다 맛은 우리 모두가 아는 그맛 그대로~!,0
231,ch**님,크기만 크지 살코기가 거의 없다시피해서 실망했어요 ㅠㅠ 다음엔 그냥 순살로 주�W하려구요 치즈볼이랑 치즈스틱 맛임ㅅ어용,0
232,ss**님,..........,0
233,ek**님,눈물나게 잘 하시네요,0
234,sw**님,?料好吃 就是?有点多,0
235,dj**님,하바네로 소스가 잘어울려요,0
236,wl**님,치킨은 맛없을수가 없다,0
237,kb**님,완전 빨리왔어요 치킨이 아직 뜨거울 정도로!,0
238,ha**님,bhc는 무조건 시립대점에서만 시켜요~,0
239,dc**님,오래된 기름에 튀긴 색 아니나 다를까 기름 쩐 내 작렬 배달은 문앞에 놓고 초인종도 누르지 않아서 치킨 온지도 몰랐음 사장님 존함이 혹시 ㄱㅊㅇ?,0
240,25**님,bbbbbbbbbbb,0
241,ko**님,처음 시켜봤는데 괜찮아요!,0
242,ss**님,치킨은 비에이치씨!!,0
243,to**님,??和肯德基的辣翅差不多 可以可以 第二天吃更入味,0
244,ad**님,뿌링클만 먹었는데 나름 괜찮습니다,0
245,ji**님,까먹고 처음에 사진 안찍어서 먹다가 찍엇네용 최근 여러가지 많이 시켜먹엇는데 실패가 없습니다,0
246,bt**님,배고파서 급하게 먹다찍었네요 믿고먹는 bhc??,0
247,wh**님,너무너무 �ダ笭윱求� ~,0
248,ba**님,오늘은 바쁘셨는지 기름이 덜 빠진것처럼 눅눅한 부분이 있어서 아쉬웠어요.. 바삭함 때문에 포테킹 시켰거든요. 배달도 1시간 걸렸고요ㅠㅠ,0
249,ki**님,이벤트로 맛초킹을 영접 ㄷㄷㄷ 역쉬 전지현킹,0
250,me**님,배달이 늦었어요 맛은 있었어요,0
251,ba**님,배달이 아직 안 왔지만..맛은 뭐 아니까 별 5개!,0
252,ha**님,nice????????????????,0
253,fe**님,맛은 있는데 배달이 밀려서 그런지 늦게와서 좀 식었네요 그거빼곤 먹을만 했습니다.,0
254,mj**님,나쁘지 않았어요~~~~,0
255,sc**님,주문한지 2시간만에 왔네요,0
256,ir**님,다 잘 도착했습니다. 근데 첫사진에서 보이듯 뿌링클 가루가 골고루 묻어있지가 않습니다. 그냥 치킨 시킨 것 같은 느낌이었어요 ㅠㅠ 너무 아쉬웠습니다.,0
257,pu**님,양념치킨도 시립대점!,0
258,rj**님,"비가 많이 오는 날이었지만, 시간대로 와줬어요. 정말 고맙습니다.",0
259,ch**님,말이 필요 없는 골드킹 그저 킹...,0
260,ye**님,정말 배달이 빨리왔네요!^^,0
261,ek**님,포테킹 먹을만합니다 ㅎㅎ,0
262,gk**님,픽업당시 마스크때문에 뭔소리인지 몰랐는데 리뷰를 안해서 안줬다인거같네요. 이게 2번째리뷰고요 . 딱히 다시 갈 일은 없을거같네요,0
263,mg**님,적당히 잘 튀겨졌어요,0
264,tk**님,치킨 색이 너무 탁하긴 하네요 맛은 좋슴다,0
265,47**님,믿고 먹는 뿌링클 ♡,0
266,jo**님,"The food was late. After the delivery, didnt even bother texting per request. Why bother putting in the special requests if they are gonna ignore it. The store also forgot my soda. Great service /s",0
267,so**님,예상 시간 전에 배달 되었네요,0
268,da**님,뿌링클 가루 많이 뿌려줘서 좋앗어요,0
269,my**님,이제 맛초킹은 시립대점만 시켜먹을래요 다른지점보다 양념이 제일 많아요!!,0
270,kc**님,여윽시 비에치씨 점마탱,0
271,ch**님,꼭 시립대점에서만 주문합니다! 저번엔 포테킹 먹고 이번엔 후라이드 먹었는데 물론 클래스는 어디 안 가지만 포테킹 감자의 그 고소한맛이 자꾸 생각나네요. 담엔 포테킹 시키겠슴다!,0
272,rh**님,맥주량 보고 왕짜증 !!! 사장님 어떻게 생각하십니까??? 이거 환불해주셔야 하는거 아닌가요???,0
273,cp**님,오랜만에 먹는 골드킹,0
274,ke**님,맛초킹 콤보가 먹기 편해요,0
275,ki**님,시켜먹은 닭중에 제일 별로였습니다 기름때문에 튀김옷이 눅눅하고 느끼했어요 닭다리같이 두꺼운 부분은 속살이 다 저렇더라구요 여태 시립대점에서 시켜먹으면서 이런적이 없었는데 정말 돈아까웠어요,0
276,gu**님,맛이좋네여. 다음엔 닭다리 등 잘 확인해서 보내주시길..,0
277,wl**님,가슴살도 촉촉해요,0
278,kh**님,뿌링클 별로 안바삭해요 ㅠㅠ,0
279,sp**님,보통때 보다 튀김 상태 별로였어요,0
280,vp**님,혁명입니다 진짜에요 정말요,0
281,aj**님,치킨 바삭하고 배달도 빨리 왔어요,0
282,my**님,~~~~~~~~~~,0
283,lo**님,배달이 30분 늦게 왔어요. 음식이 다 식고!,0
284,dv**님,애들이 하도 포티킹 타령을 해서 맛보았어요 오~~ 껍질도 예술입니당!,0
285,jo**님,배달이 이벤트 있어서 50분 정도 걸릴거라는 내용에 당연히 1시간 걸리겠지 했는데… 30분 만에 날라왔어요!! 치즈스틱의 치즈가 따뜻하게 늘어났구요! 뿌링끌은 말해 뭔들? 와… 행복한 하루였네요!,0
286,sp**님,한집에서 열번넘게 시켜먹었으면 말다한거죠,0
287,dh**님,좀 눅눅하게왓구여 ..ㅜ 배달도 느렷어여,0
288,hy**님,고딩 아들 입에는 딱이라네요.첫 야자후 먹는 야식. 커리~~~퀸으로 낙점!!!,0
289,ji**님,말해 뭐해요??????????????????????,0
290,sh**님,갓 bhc 골드킹,0
291,jj**님,bhc 치즈볼은 진짜 명품 그자체입니다!,0
292,tn**님,오랜만에 후라이드.양념반 시켰네요. 추억의 맛.?가족들과 함께.?즐거운시간이였어요.?,0
293,pm**님,뒤늦은 리뷰네요 ㅎㅎ기대에 어긋나지 않는 맛이에요~,0
294,gn**님,맛은 있었는데 요청사항에 젓가락 하나 달라했는데 젓가락이 안왔네요,0
295,kh**님,먹어도 또먹고싶은 치킨,0
296,so**님,양은 많아요~ 맛은 그냥후라이드랑 별차이 없어요~,0
297,ks**님,이틀연속 주문이에요ㅎㅎㅎ,0
